Part1_E,Part3_E,Part11_E
0.017,0.332,0.154
0.021,0.476,0.108
0.025,0.309,0.141
0.013,0.357,0.123
0.013,0.397,0.167
0.021,0.428,0.121
0.025,0.399,0.158
0.017,0.218,0.208
0.016,0.497,0.204
0.013,0.253,0.112
0.013,0.466,0.133
0.011,0.209,0.17
0.016,0.444,0.194
0.011,0.246,0.111
0.012,0.325,0.152
0.025,0.355,0.159
0.019,0.365,0.128
0.013,0.388,0.201
0.013,0.231,0.154
0.022,0.368,0.212
0.019,0.308,0.167
0.018,0.315,0.24
0.015,0.239,0.193
0.023,0.459,0.177
0.025,0.361,0.18
0.021,0.369,0.234
0.024,0.447,0.132
0.018,0.254,0.2
0.018,0.407,0.244
0.019,0.414,0.19
0.018,0.431,0.112
0.017,0.293,0.188
0.024,0.39,0.226
0.012,0.328,0.135
0.016,0.298,0.214
0.011,0.284,0.141
0.013,0.383,0.172
0.023,0.409,0.124
0.019,0.234,0.159
0.017,0.339,0.205
0.012,0.467,0.145
0.019,0.455,0.137
0.019,0.272,0.163
0.011,0.354,0.174
0.016,0.27,0.111
0.017,0.354,0.243
0.011,0.312,0.197
0.023,0.272,0.202
0.022,0.443,0.225
0.014,0.316,0.153
0.017,0.319,0.168
0.014,0.491,0.247
0.025,0.386,0.133
0.016,0.383,0.193
0.016,0.47,0.129
0.016,0.249,0.152
0.019,0.314,0.141
0.01,0.425,0.154
0.016,0.43,0.213
0.018,0.342,0.239
0.023,0.433,0.175
0.011,0.422,0.198
0.019,0.221,0.149
0.011,0.306,0.164
0.017,0.368,0.189
0.022,0.26,0.211
0.02,0.278,0.212
0.014,0.247,0.207
0.024,0.412,0.196
0.013,0.392,0.111
0.014,0.359,0.112
0.011,0.46,0.169
0.02,0.481,0.174
0.025,0.454,0.178
0.021,0.262,0.193
0.013,0.339,0.133
0.013,0.249,0.146
0.013,0.429,0.195
0.013,0.249,0.223
0.021,0.399,0.162
0.014,0.229,0.237
0.018,0.434,0.235
0.024,0.413,0.226
0.023,0.25,0.188
0.021,0.47,0.101
0.012,0.43,0.198
0.025,0.403,0.161
0.011,0.357,0.152
0.024,0.484,0.24
0.024,0.247,0.115
0.019,0.326,0.158
0.018,0.445,0.225
0.014,0.427,0.135
0.014,0.205,0.243
0.014,0.406,0.203
0.018,0.349,0.247
0.024,0.26,0.169
0.024,0.251,0.246
0.014,0.288,0.169
0.02,0.399,0.209
0.015,0.403,0.218
0.018,0.254,0.213
0.011,0.416,0.229
0.022,0.249,0.192
0.019,0.315,0.246
0.016,0.457,0.113
0.011,0.462,0.242
0.02,0.202,0.133
0.015,0.234,0.207
0.017,0.299,0.16
0.016,0.234,0.116
0.02,0.296,0.103
0.022,0.38,0.118
0.018,0.465,0.181
0.019,0.252,0.246
0.013,0.31,0.247
0.018,0.216,0.227
0.011,0.252,0.218
0.019,0.32,0.155
0.019,0.454,0.214
0.024,0.491,0.159
0.011,0.233,0.165
0.01,0.42,0.199
0.022,0.48,0.242
0.024,0.235,0.232
0.015,0.49,0.188
0.011,0.494,0.143
0.012,0.205,0.143
0.023,0.344,0.156
0.016,0.479,0.119
0.013,0.202,0.216
0.013,0.374,0.15
0.013,0.456,0.242
0.012,0.385,0.102
0.016,0.4,0.222
0.017,0.278,0.241
0.016,0.471,0.234
0.022,0.248,0.121
0.015,0.207,0.19
0.014,0.271,0.161
0.015,0.482,0.224
0.021,0.215,0.158
0.011,0.468,0.184
0.023,0.246,0.18
0.014,0.441,0.18
0.012,0.248,0.184
0.025,0.324,0.231
0.023,0.457,0.166
0.021,0.353,0.133
0.023,0.218,0.101
0.019,0.378,0.118
0.022,0.44,0.14
0.024,0.484,0.186
0.025,0.322,0.221
0.02,0.214,0.139
0.015,0.366,0.245
0.017,0.29,0.229
0.012,0.425,0.104
0.021,0.403,0.122
0.015,0.27,0.138
0.018,0.267,0.183
0.021,0.287,0.181
0.013,0.341,0.215
0.024,0.328,0.114
0.023,0.491,0.179
0.017,0.497,0.15
0.016,0.351,0.207
0.021,0.461,0.166
0.018,0.453,0.195
0.021,0.354,0.153
0.014,0.215,0.113
0.02,0.489,0.17
0.016,0.258,0.226
0.021,0.472,0.231
0.024,0.285,0.22
0.022,0.492,0.205
0.018,0.316,0.13
0.01,0.441,0.181
0.021,0.289,0.115
0.024,0.303,0.142
0.015,0.378,0.119
0.012,0.229,0.142
0.013,0.204,0.238
0.023,0.446,0.116
0.016,0.446,0.129
0.015,0.322,0.207
0.017,0.245,0.187
0.015,0.205,0.238
0.025,0.303,0.104
0.016,0.437,0.151
0.019,0.487,0.201
0.013,0.241,0.12
0.015,0.297,0.21
0.017,0.358,0.124
0.018,0.211,0.228
0.015,0.322,0.244
0.013,0.381,0.243
0.021,0.325,0.244
0.021,0.373,0.176
0.021,0.484,0.152
0.017,0.355,0.22
0.017,0.39,0.118
0.02,0.229,0.23
0.017,0.452,0.165
0.014,0.429,0.164
0.024,0.443,0.111
0.019,0.241,0.205
0.014,0.435,0.111
0.012,0.34,0.236
0.018,0.412,0.197
0.023,0.458,0.147
0.014,0.433,0.117
0.023,0.487,0.175
0.025,0.412,0.162
0.016,0.217,0.213
0.011,0.252,0.18
0.019,0.274,0.115
0.012,0.247,0.214
0.019,0.219,0.159
0.017,0.299,0.105
0.022,0.365,0.126
0.021,0.442,0.142
0.014,0.296,0.15
0.015,0.241,0.231
0.019,0.388,0.156
0.025,0.451,0.119
0.019,0.244,0.139
0.021,0.336,0.207
0.011,0.312,0.14
0.02,0.331,0.157
0.021,0.337,0.136
0.02,0.241,0.161
0.012,0.326,0.207
0.014,0.261,0.242
0.011,0.482,0.203
0.022,0.477,0.103
0.018,0.337,0.116
0.011,0.429,0.244
0.012,0.391,0.183
0.022,0.298,0.184
0.017,0.352,0.202
0.015,0.301,0.104
0.012,0.254,0.243
0.018,0.469,0.105
0.02,0.426,0.136
0.02,0.248,0.164
0.017,0.314,0.121
0.012,0.489,0.121
0.015,0.372,0.217
0.025,0.479,0.249
0.015,0.469,0.214
0.021,0.413,0.209
0.013,0.235,0.103
0.022,0.314,0.112
0.011,0.29,0.132
0.013,0.285,0.214
0.022,0.398,0.155
0.015,0.421,0.234
0.018,0.438,0.111
0.01,0.213,0.154
0.018,0.424,0.117
0.017,0.389,0.247
0.019,0.224,0.133
0.015,0.225,0.138
0.023,0.217,0.226
0.016,0.398,0.128
0.013,0.259,0.132
0.02,0.436,0.138
0.023,0.35,0.168
0.013,0.429,0.231
0.023,0.431,0.129
0.02,0.312,0.156
0.023,0.209,0.23
0.021,0.312,0.173
0.023,0.44,0.221
0.013,0.244,0.106
0.02,0.248,0.242
0.02,0.439,0.152
0.01,0.387,0.175
0.025,0.44,0.238
0.017,0.234,0.242
0.02,0.36,0.233
0.021,0.414,0.242
0.02,0.215,0.137
0.012,0.364,0.146
0.022,0.39,0.194
0.023,0.275,0.232
0.012,0.278,0.107
0.023,0.243,0.107
0.017,0.408,0.156
0.025,0.391,0.187
0.015,0.374,0.208
0.012,0.314,0.191
0.011,0.26,0.24
0.011,0.41,0.217
0.01,0.344,0.236
0.014,0.422,0.186
0.023,0.284,0.23
0.014,0.364,0.172
0.013,0.29,0.121
0.023,0.265,0.138
0.022,0.474,0.234
0.012,0.25,0.109
0.011,0.208,0.228
0.014,0.486,0.232
0.015,0.347,0.176
0.012,0.41,0.135
0.011,0.212,0.172
0.014,0.279,0.144
0.013,0.497,0.109
0.021,0.242,0.186
0.012,0.348,0.172
0.013,0.337,0.186
0.014,0.425,0.189
0.016,0.429,0.151
0.012,0.411,0.171
0.017,0.494,0.2
0.018,0.49,0.168
0.014,0.206,0.112
0.02,0.413,0.12
0.023,0.281,0.214
0.024,0.436,0.237
0.018,0.371,0.225
0.015,0.439,0.125
0.013,0.239,0.239
0.013,0.265,0.21
0.018,0.474,0.225
0.022,0.346,0.102
0.025,0.221,0.155
0.016,0.461,0.233
0.022,0.279,0.207
0.014,0.373,0.208
0.02,0.362,0.126
0.022,0.297,0.102
0.024,0.432,0.242
0.02,0.372,0.222
0.012,0.208,0.13
0.014,0.31,0.121
0.014,0.253,0.116
0.025,0.341,0.123
0.021,0.319,0.194
0.013,0.414,0.22
0.017,0.474,0.242
0.023,0.362,0.114
0.01,0.343,0.25
0.013,0.342,0.215
0.013,0.257,0.175
0.021,0.278,0.123
0.024,0.493,0.123
0.011,0.318,0.164
0.024,0.406,0.155
0.017,0.298,0.116
0.019,0.364,0.184
0.014,0.216,0.127
0.015,0.393,0.157
0.012,0.46,0.158
0.011,0.473,0.115
0.02,0.279,0.215
0.017,0.259,0.184
0.015,0.206,0.249
0.015,0.469,0.194
0.013,0.279,0.103
0.024,0.462,0.163
0.024,0.467,0.232
0.024,0.402,0.226
0.022,0.395,0.144
0.02,0.456,0.113
0.016,0.354,0.19
0.018,0.5,0.225
0.024,0.352,0.128
0.024,0.496,0.217
0.023,0.251,0.108
0.01,0.387,0.224
0.018,0.421,0.119
0.023,0.439,0.138
0.021,0.2,0.151
0.017,0.209,0.222
0.017,0.412,0.159
0.016,0.422,0.179
0.015,0.377,0.177
0.021,0.435,0.122
0.023,0.451,0.165
0.024,0.251,0.247
0.013,0.398,0.159
0.014,0.243,0.147
0.013,0.315,0.22
0.02,0.489,0.128
0.022,0.369,0.174
0.016,0.309,0.223
0.025,0.368,0.152
0.012,0.352,0.212
0.019,0.321,0.177
0.023,0.326,0.203
0.02,0.222,0.208
0.018,0.277,0.116
0.021,0.236,0.128
0.024,0.418,0.223
0.017,0.365,0.118
0.023,0.287,0.151
0.022,0.495,0.188
0.011,0.214,0.226
0.02,0.395,0.15
0.011,0.332,0.17
0.024,0.387,0.213
0.015,0.305,0.218
0.011,0.337,0.249
0.016,0.385,0.15
0.021,0.455,0.179
0.016,0.249,0.151
0.013,0.348,0.167
0.015,0.271,0.222
0.019,0.302,0.135
0.02,0.244,0.21
0.021,0.36,0.198
0.021,0.235,0.151
0.017,0.322,0.127
0.017,0.367,0.167
0.01,0.296,0.148
0.02,0.305,0.175
0.01,0.347,0.243
0.012,0.237,0.229
0.021,0.248,0.138
0.01,0.284,0.16
0.014,0.359,0.147
0.024,0.209,0.133
0.011,0.345,0.145
0.022,0.396,0.124
0.02,0.357,0.225
0.011,0.367,0.215
0.013,0.257,0.133
0.014,0.274,0.208
0.018,0.22,0.217
0.024,0.24,0.215
0.015,0.463,0.107
0.017,0.288,0.158
0.023,0.267,0.219
0.021,0.442,0.175
0.017,0.372,0.234
0.011,0.405,0.214
0.019,0.244,0.199
0.013,0.382,0.172
0.023,0.435,0.247
0.015,0.415,0.122
0.017,0.419,0.182
0.019,0.368,0.164
0.017,0.294,0.13
0.02,0.326,0.109
0.024,0.333,0.234
0.013,0.305,0.184
0.016,0.366,0.199
0.014,0.405,0.23
0.01,0.274,0.145
0.015,0.287,0.187
0.013,0.473,0.138
0.019,0.348,0.21
0.012,0.358,0.116
0.011,0.249,0.199
0.01,0.287,0.24
0.014,0.219,0.209
0.02,0.405,0.249
0.013,0.346,0.247
0.022,0.213,0.24
0.011,0.232,0.222
0.015,0.327,0.2
0.015,0.218,0.241
0.015,0.452,0.11
0.017,0.496,0.17
0.015,0.325,0.109
0.015,0.37,0.15
0.025,0.438,0.125
0.02,0.294,0.15
0.021,0.341,0.107
0.019,0.282,0.176
0.017,0.437,0.14
0.013,0.287,0.119
0.017,0.29,0.124
0.025,0.463,0.207
0.012,0.3,0.16
0.018,0.363,0.235
0.021,0.464,0.175
0.011,0.437,0.19
0.022,0.361,0.164
0.013,0.379,0.103
0.016,0.47,0.248
0.018,0.21,0.155
0.012,0.338,0.101
0.017,0.332,0.208
0.018,0.414,0.216
0.021,0.355,0.248
0.017,0.25,0.231
0.019,0.284,0.125
0.025,0.305,0.207
0.024,0.47,0.203
0.023,0.483,0.212
0.017,0.282,0.172
0.023,0.218,0.141
0.011,0.499,0.215
0.022,0.215,0.196
0.016,0.366,0.12
0.022,0.409,0.139
0.019,0.341,0.175
0.022,0.407,0.208
0.023,0.272,0.228
0.017,0.343,0.173
0.016,0.468,0.165
0.021,0.424,0.131
0.015,0.21,0.182
0.021,0.368,0.206
0.013,0.416,0.162
0.011,0.42,0.244
0.013,0.239,0.24
0.014,0.317,0.158
0.012,0.387,0.144
0.024,0.333,0.132
0.016,0.332,0.246
0.019,0.474,0.152
0.018,0.397,0.107
0.012,0.432,0.106
0.015,0.335,0.136
0.017,0.46,0.194
0.012,0.336,0.2
0.024,0.386,0.145
0.015,0.424,0.224
0.025,0.452,0.174
0.01,0.413,0.126
0.013,0.378,0.18
0.025,0.449,0.125
0.015,0.418,0.175
0.016,0.446,0.191
0.011,0.349,0.122
0.018,0.416,0.125
0.018,0.381,0.133
0.019,0.351,0.151
0.018,0.256,0.25
0.019,0.4,0.206
0.024,0.267,0.125
0.016,0.257,0.219
0.021,0.239,0.235
0.024,0.397,0.231
0.021,0.227,0.151
0.019,0.278,0.231
0.013,0.403,0.212
0.017,0.294,0.122
0.015,0.396,0.109
0.014,0.283,0.107
0.012,0.219,0.15
0.014,0.301,0.231
0.024,0.287,0.239
0.02,0.219,0.126
0.016,0.393,0.188
0.013,0.443,0.104
0.024,0.397,0.146
0.011,0.378,0.133
0.023,0.285,0.153
0.022,0.374,0.144
0.011,0.322,0.248
0.018,0.305,0.168
0.018,0.426,0.236
0.014,0.222,0.197
0.023,0.244,0.125
0.021,0.366,0.206
0.021,0.291,0.167
0.024,0.262,0.244
0.01,0.47,0.142
0.021,0.31,0.192
0.012,0.239,0.245
0.025,0.425,0.149
0.021,0.41,0.152
0.024,0.415,0.142
0.023,0.205,0.154
0.019,0.385,0.147
0.01,0.495,0.231
0.016,0.453,0.173
0.023,0.497,0.219
0.012,0.423,0.199
0.015,0.224,0.174
0.012,0.341,0.129
0.018,0.272,0.246
0.01,0.486,0.165
0.01,0.254,0.249
0.01,0.365,0.219
0.014,0.423,0.127
0.014,0.474,0.232
0.011,0.425,0.221
0.012,0.224,0.201
0.02,0.341,0.111
0.011,0.235,0.151
0.011,0.244,0.162
0.019,0.417,0.217
0.01,0.393,0.222
0.012,0.443,0.159
0.013,0.476,0.102
0.025,0.335,0.224
0.018,0.458,0.215
0.014,0.363,0.127
0.021,0.324,0.232
0.024,0.417,0.184
0.012,0.319,0.179
0.017,0.351,0.102
0.022,0.201,0.153
0.018,0.225,0.143
0.024,0.493,0.165
0.024,0.481,0.16
0.012,0.249,0.21
0.012,0.371,0.227
0.023,0.441,0.23
0.025,0.313,0.223
0.015,0.216,0.155
0.012,0.351,0.232
0.024,0.445,0.241
0.012,0.459,0.117
0.023,0.305,0.135
0.022,0.4,0.121
0.013,0.473,0.22
0.024,0.482,0.193
0.019,0.212,0.117
0.023,0.373,0.172
0.012,0.345,0.106
0.014,0.222,0.228
0.011,0.415,0.223
0.014,0.292,0.134
0.025,0.394,0.137
0.019,0.405,0.133
0.017,0.234,0.146
0.021,0.316,0.205
0.018,0.429,0.187
0.012,0.412,0.128
0.023,0.376,0.241
0.014,0.36,0.164
0.013,0.286,0.159
0.013,0.499,0.104
0.019,0.317,0.157
0.013,0.463,0.144
0.022,0.384,0.1
0.024,0.367,0.225
0.018,0.287,0.189
0.022,0.463,0.243
0.018,0.374,0.197
0.011,0.316,0.157
0.018,0.319,0.147
0.024,0.208,0.144
0.012,0.237,0.165
0.021,0.305,0.174
0.016,0.448,0.228
0.018,0.252,0.247
0.023,0.317,0.112
0.021,0.394,0.126
0.017,0.423,0.242
0.015,0.228,0.133
0.01,0.46,0.114
0.02,0.461,0.145
0.011,0.444,0.224
0.023,0.327,0.126
0.025,0.48,0.137
0.015,0.466,0.118
0.022,0.435,0.215
0.016,0.355,0.168
0.018,0.379,0.133
0.021,0.297,0.214
0.014,0.366,0.154
0.012,0.378,0.205
0.017,0.357,0.182
0.013,0.413,0.146
0.02,0.206,0.136
0.023,0.267,0.14
0.012,0.282,0.196
0.024,0.35,0.184
0.024,0.258,0.241
0.012,0.37,0.241
0.015,0.336,0.108
0.021,0.356,0.161
0.015,0.288,0.16
0.014,0.215,0.112
0.021,0.216,0.219
0.02,0.222,0.128
0.015,0.348,0.131
0.021,0.211,0.223
0.024,0.205,0.138
0.012,0.248,0.188
0.02,0.328,0.107
0.02,0.211,0.13
0.024,0.391,0.117
0.018,0.204,0.103
0.021,0.254,0.227
0.021,0.383,0.205
0.017,0.333,0.22
0.015,0.236,0.235
0.021,0.397,0.207
0.012,0.203,0.161
0.02,0.258,0.154
0.011,0.414,0.249
0.022,0.367,0.137
0.011,0.336,0.169
0.024,0.269,0.143
0.019,0.241,0.1
0.013,0.275,0.195
0.024,0.309,0.234
0.024,0.37,0.141
0.018,0.354,0.16
0.011,0.484,0.144
0.023,0.352,0.118
0.015,0.359,0.24
0.022,0.273,0.161
0.011,0.45,0.192
0.016,0.349,0.173
0.023,0.334,0.236
0.017,0.273,0.203
0.024,0.284,0.172
0.019,0.289,0.2
0.011,0.392,0.194
0.015,0.374,0.207
0.02,0.444,0.195
0.014,0.393,0.205
0.02,0.247,0.164
0.018,0.468,0.112
0.021,0.393,0.228
0.018,0.254,0.237
0.015,0.372,0.17
0.017,0.445,0.101
0.015,0.204,0.23
0.022,0.372,0.167
0.022,0.379,0.134
0.019,0.385,0.243
0.024,0.447,0.164
0.021,0.491,0.158
0.01,0.479,0.196
0.011,0.247,0.111
0.02,0.31,0.239
0.017,0.452,0.137
0.01,0.367,0.218
0.015,0.466,0.101
0.014,0.205,0.23
0.022,0.435,0.21
0.023,0.203,0.215
0.025,0.35,0.163
0.017,0.487,0.199
0.022,0.253,0.213
0.022,0.483,0.225
0.021,0.489,0.235
0.025,0.447,0.23
0.015,0.318,0.168
0.019,0.354,0.223
0.018,0.463,0.237
0.013,0.326,0.248
0.019,0.38,0.107
0.011,0.306,0.108
0.023,0.246,0.248
0.018,0.283,0.147
0.025,0.274,0.147
0.023,0.418,0.124
0.025,0.455,0.134
0.021,0.391,0.111
0.011,0.44,0.19
0.013,0.485,0.153
0.024,0.269,0.191
0.012,0.429,0.241
0.021,0.397,0.213
0.019,0.438,0.13
0.024,0.366,0.13
0.02,0.247,0.162
0.02,0.264,0.234
0.022,0.246,0.153
0.019,0.417,0.249
0.018,0.278,0.225
0.016,0.327,0.157
0.022,0.26,0.203
0.013,0.465,0.188
0.015,0.291,0.104
0.018,0.262,0.228
0.021,0.301,0.196
0.023,0.32,0.239
0.021,0.293,0.122
0.012,0.39,0.247
0.024,0.271,0.186
0.024,0.398,0.122
0.012,0.336,0.153
0.023,0.449,0.123
0.023,0.334,0.171
0.022,0.489,0.239
0.012,0.386,0.21
0.017,0.347,0.119
0.021,0.496,0.195
0.017,0.475,0.107
0.015,0.342,0.143
0.011,0.4,0.187
0.019,0.355,0.191
0.017,0.28,0.178
0.017,0.338,0.112
0.021,0.294,0.182
0.017,0.42,0.138
0.024,0.443,0.208
0.014,0.443,0.245
0.014,0.306,0.114
0.022,0.477,0.107
0.024,0.458,0.203
0.024,0.23,0.249
0.018,0.241,0.125
0.013,0.244,0.221
0.024,0.421,0.145
0.021,0.401,0.237
0.017,0.231,0.235
0.013,0.355,0.213
0.01,0.463,0.22
0.013,0.308,0.117
0.012,0.283,0.249
0.015,0.325,0.239
0.013,0.358,0.219
0.018,0.414,0.129
0.014,0.456,0.137
0.017,0.223,0.124
0.019,0.229,0.212
0.025,0.496,0.145
0.024,0.319,0.171
0.018,0.341,0.191
0.016,0.357,0.189
0.013,0.451,0.212
0.014,0.458,0.165
0.021,0.321,0.191
0.024,0.486,0.111
0.012,0.376,0.214
0.011,0.285,0.217
0.019,0.303,0.123
0.017,0.235,0.216
0.02,0.352,0.142
0.024,0.5,0.237
0.022,0.325,0.208
0.021,0.382,0.244
0.013,0.23,0.216
0.011,0.31,0.233
0.016,0.475,0.141
0.02,0.255,0.113
0.024,0.257,0.116
0.015,0.354,0.192
0.014,0.35,0.185
0.017,0.456,0.128
0.018,0.464,0.157
0.021,0.498,0.131
0.02,0.306,0.162
0.022,0.207,0.137
0.018,0.458,0.128
0.018,0.391,0.142
0.019,0.228,0.21
0.021,0.285,0.22
0.017,0.26,0.101
0.024,0.446,0.116
0.013,0.227,0.12
0.021,0.23,0.235
0.013,0.3,0.129
0.019,0.369,0.106
0.015,0.25,0.245
0.012,0.373,0.194
0.012,0.44,0.225
0.023,0.357,0.12
0.022,0.424,0.188
0.012,0.478,0.142
0.019,0.238,0.108
0.022,0.213,0.124
0.019,0.413,0.186
0.012,0.239,0.112
0.012,0.324,0.239
0.011,0.214,0.159
0.013,0.392,0.134
0.024,0.482,0.221
0.021,0.306,0.163
0.019,0.364,0.158
0.019,0.244,0.161
0.024,0.305,0.101
0.013,0.295,0.12
0.018,0.386,0.187
0.025,0.382,0.224
0.016,0.435,0.159
0.023,0.392,0.166
0.013,0.474,0.214
0.023,0.477,0.142
0.02,0.412,0.143
0.022,0.414,0.204
0.022,0.277,0.158
0.017,0.477,0.199
0.025,0.271,0.206
0.024,0.244,0.207
0.015,0.331,0.155
0.025,0.386,0.169
0.014,0.281,0.186
0.023,0.211,0.18
0.017,0.363,0.159
0.016,0.461,0.237
0.019,0.297,0.214
0.017,0.315,0.176
0.021,0.459,0.132
0.014,0.43,0.176
0.021,0.477,0.219
0.014,0.448,0.202
0.022,0.452,0.229
0.02,0.49,0.143
0.023,0.231,0.169
0.024,0.486,0.112
0.02,0.468,0.213
0.016,0.352,0.135
0.011,0.247,0.212
0.02,0.384,0.213
0.012,0.226,0.163
0.022,0.257,0.234
0.02,0.402,0.171
0.023,0.497,0.234
0.01,0.401,0.103
0.024,0.455,0.106
0.023,0.497,0.158
0.017,0.327,0.223
0.022,0.483,0.116
0.014,0.433,0.13
0.022,0.457,0.137
0.017,0.239,0.186
0.016,0.211,0.116
0.011,0.432,0.108
0.022,0.303,0.157
0.014,0.5,0.174
0.021,0.333,0.238
0.015,0.471,0.135
0.016,0.361,0.131
0.024,0.233,0.239
0.018,0.205,0.24
0.018,0.37,0.117
0.021,0.278,0.18
0.01,0.369,0.19
0.012,0.39,0.243
0.012,0.315,0.185
0.013,0.221,0.131
0.024,0.338,0.217
0.02,0.415,0.19
0.022,0.497,0.217
0.014,0.343,0.105
0.022,0.406,0.227
0.013,0.296,0.204
0.014,0.486,0.197
0.013,0.391,0.185
0.023,0.45,0.187
0.019,0.259,0.161
0.02,0.239,0.103
0.021,0.345,0.243
0.02,0.284,0.196
0.011,0.225,0.137
0.01,0.487,0.172
0.01,0.391,0.249
0.013,0.433,0.235
0.014,0.359,0.159
0.011,0.414,0.235
0.015,0.273,0.12
0.012,0.441,0.205
0.022,0.402,0.188
0.016,0.236,0.112
0.012,0.485,0.148
0.018,0.461,0.25
0.012,0.396,0.235
0.012,0.463,0.214
0.018,0.238,0.208
0.011,0.463,0.19
0.017,0.205,0.165
0.022,0.22,0.168
0.013,0.319,0.156
0.02,0.251,0.228
0.014,0.33,0.196
0.022,0.227,0.203
0.017,0.208,0.236
0.012,0.221,0.186
0.019,0.22,0.237
0.023,0.3,0.213
0.016,0.307,0.1
0.015,0.326,0.158
0.025,0.376,0.188
0.011,0.229,0.162
0.023,0.344,0.166
0.015,0.261,0.195
0.019,0.286,0.121
0.019,0.258,0.13
0.025,0.32,0.249
0.013,0.288,0.203
0.021,0.358,0.225
0.011,0.213,0.105
0.022,0.45,0.238
0.02,0.277,0.237
0.024,0.209,0.231
0.015,0.452,0.142
0.023,0.316,0.111
0.025,0.39,0.209
0.021,0.427,0.122
0.015,0.31,0.106
0.022,0.384,0.127
0.019,0.215,0.16
0.02,0.33,0.152
0.019,0.292,0.215
0.012,0.34,0.225
0.012,0.41,0.2
0.019,0.296,0.168
0.012,0.465,0.104
0.023,0.421,0.163
0.023,0.44,0.108
0.012,0.334,0.22
0.011,0.313,0.161
0.012,0.361,0.165
0.024,0.374,0.228
0.02,0.412,0.116
0.019,0.251,0.159
0.024,0.403,0.131
0.014,0.356,0.239
0.015,0.433,0.228
0.017,0.372,0.199
0.02,0.458,0.173
0.02,0.287,0.188
0.012,0.323,0.123
0.025,0.203,0.216
0.014,0.266,0.146
0.022,0.441,0.17
0.02,0.446,0.145
0.018,0.336,0.165
0.014,0.218,0.109
0.014,0.338,0.136
0.017,0.345,0.155
0.02,0.365,0.11
0.019,0.456,0.141
0.011,0.459,0.105
0.022,0.264,0.189
0.02,0.48,0.197
0.012,0.242,0.241
0.014,0.371,0.239
0.024,0.32,0.21
0.013,0.293,0.149
0.021,0.396,0.16
0.01,0.469,0.169
0.017,0.462,0.219
0.021,0.262,0.17
0.012,0.486,0.239
0.01,0.363,0.227
0.014,0.464,0.118
0.018,0.449,0.159
0.024,0.339,0.142
0.022,0.3,0.231
0.011,0.495,0.205
0.023,0.222,0.217
0.012,0.313,0.13
0.023,0.355,0.245
0.018,0.231,0.109
0.012,0.246,0.235
0.015,0.254,0.104
0.01,0.316,0.242
0.021,0.325,0.171
0.018,0.34,0.192
0.018,0.461,0.147
0.021,0.49,0.138
0.023,0.484,0.16
0.018,0.453,0.132
0.015,0.226,0.193
0.014,0.405,0.164
0.024,0.39,0.125
0.02,0.404,0.199
0.01,0.404,0.169
0.015,0.385,0.231
0.024,0.466,0.175
0.01,0.464,0.187
0.019,0.436,0.18
0.022,0.457,0.169
0.011,0.432,0.126
0.018,0.284,0.195
0.012,0.213,0.197
0.021,0.447,0.19
0.016,0.404,0.156
0.022,0.46,0.199
0.02,0.246,0.111
0.012,0.342,0.114
0.017,0.235,0.154
0.02,0.23,0.106
0.014,0.381,0.16
0.019,0.276,0.12
0.02,0.261,0.239
0.016,0.296,0.202
0.025,0.452,0.227
0.01,0.374,0.18
0.02,0.442,0.13
0.012,0.224,0.213
0.02,0.204,0.122
0.023,0.283,0.219
0.024,0.362,0.153
0.012,0.313,0.123
0.022,0.356,0.17
0.024,0.41,0.231
0.016,0.3,0.238
0.022,0.423,0.235
0.018,0.254,0.244
0.019,0.211,0.207
0.019,0.414,0.203
0.021,0.464,0.124
0.025,0.284,0.121
0.02,0.304,0.128
0.02,0.474,0.152
0.021,0.286,0.142
0.014,0.293,0.135
0.01,0.215,0.209
0.02,0.203,0.129
0.023,0.339,0.209
0.022,0.408,0.169
0.022,0.27,0.236
0.018,0.32,0.193
0.018,0.263,0.216
0.023,0.275,0.169
0.022,0.324,0.105
0.012,0.241,0.118
0.011,0.207,0.152
0.012,0.299,0.219
0.021,0.425,0.21
0.021,0.254,0.227
0.021,0.323,0.182
0.012,0.386,0.125
0.018,0.375,0.179
0.025,0.331,0.123
0.023,0.322,0.116
0.02,0.36,0.235
0.017,0.488,0.2
0.021,0.393,0.236
0.015,0.394,0.11
0.011,0.47,0.21
0.024,0.367,0.161
0.017,0.387,0.158
0.013,0.454,0.133
0.021,0.216,0.215
0.015,0.469,0.247
0.018,0.29,0.138
0.014,0.358,0.141
0.011,0.286,0.235
0.024,0.209,0.181
0.018,0.221,0.142
0.019,0.322,0.242
0.013,0.433,0.223
0.015,0.422,0.219
0.017,0.257,0.176
0.012,0.377,0.165
0.024,0.439,0.148
0.011,0.383,0.204
0.017,0.424,0.189
0.017,0.355,0.117
0.01,0.261,0.169
0.023,0.481,0.178
0.023,0.382,0.224
0.021,0.268,0.178
0.023,0.462,0.239
0.023,0.208,0.155
0.016,0.296,0.205
0.02,0.221,0.156
0.019,0.448,0.191
0.02,0.364,0.101
0.011,0.294,0.104
0.01,0.488,0.111
0.014,0.25,0.224
0.019,0.491,0.138
0.017,0.349,0.246
0.019,0.358,0.137
0.011,0.233,0.211
0.022,0.486,0.183
0.017,0.243,0.131
0.016,0.456,0.157
0.02,0.219,0.247
0.014,0.239,0.247
0.012,0.414,0.199
0.019,0.45,0.242
0.022,0.308,0.225
0.011,0.377,0.137
0.021,0.207,0.226
